9419255,14728,434459,2104
9416513,13805,438124,2742
9414599,13370,440473,1914
9412642,13349,442451,1957
9410640,13639,444163,2002
9408864,13684,445894,1776
9407390,13165,447887,1474
9406019,12449,449974,1371
9404554,11824,452064,1465
9403311,10917,454214,1243
9402129,10133,456180,1182
9400988,9488,457966,1141
9399908,8933,459601,1080
9399061,8212,461169,847
9398245,7677,462520,816
9397344,7251,463847,901
9396558,6735,465149,786
9395834,6209,466399,724
9395111,5886,467445,723
9394360,5635,468447,751
9393790,5250,469402,570
9393250,4935,470257,540
9392564,4761,471117,686
9391996,4547,471899,568
9391423,4343,472676,573
9390845,4259,473338,578
9390279,4148,474015,566
9389825,3937,474680,454
9389366,3781,475295,459
9388854,3697,475891,512
9388376,3563,476503,478
9387933,3460,477049,443
9387375,3436,477631,558
9386854,3423,478165,521
9386526,3256,478660,328
9386045,3240,479157,481
9385488,3323,479631,557
9384942,3359,480141,546
9384311,3522,480609,631
9383702,3685,481055,609
9382997,3922,481523,705
9382542,3924,481976,455
9381914,4079,482449,628
9381144,4359,482939,770
9380469,4479,483494,675
9379703,4667,484072,766
9378899,4887,484656,804
9378069,5175,485198,830
9377472,5122,485848,597
9376664,5358,486420,808
9375751,5589,487102,913
9374782,5850,487810,969
9373822,6056,488564,960
9372835,6326,489281,987
9371796,6632,490014,1039
9371103,6537,490802,693
9370257,6543,491642,846
9369148,6779,492515,1109
9368124,6885,493433,1024
9367069,6950,494423,1055
9365908,7174,495360,1161
9364729,7486,496227,1179
9363956,7325,497161,773
9362885,7481,498076,1071
9361690,7698,499054,1195
9360517,7803,500122,1173
9359228,8001,501213,1289
9357872,8371,502199,1356
9356480,8710,503252,1392
9355524,8633,504285,956
9354259,8863,505320,1265
9352688,9321,506433,1571
9351257,9481,507704,1431
9349675,9799,508968,1582
9348039,10210,510193,1636
9346233,10805,511404,1806
9345024,10723,512695,1209
9343436,11053,513953,1588
9341485,11595,515362,1951
9339679,11922,516841,1806
9337775,12275,518392,1904
9335752,12761,519929,2023
9333626,13352,521464,2126
9332241,13180,523021,1385
9330266,13545,524631,1975
9328057,14012,526373,2209
9325917,14304,528221,2140
9323709,14571,530162,2208
9321399,14991,532052,2310
9319065,15414,533963,2334
9317742,14811,535889,1323
9315664,14948,537830,2078
9313490,15017,539935,2174
9311433,14868,542141,2057
9309356,14797,544289,2077
9307127,14890,546425,2229
9305350,14639,548453,1777
9303961,14029,550452,1389
9302271,13710,552461,1690
9300047,13792,554603,2224
9298029,13616,556797,2018
9295750,13780,558912,2279
9293349,14229,560864,2401
9290755,14973,562714,2594
9289037,15019,564386,1718
9286658,15644,566140,2379
9283878,16494,568070,2780
9281201,16984,570257,2677
9278246,17768,572428,2955
9274973,18856,574613,3273
9271632,20070,576740,3341
9269356,19983,579103,2276
9266282,20717,581443,3074
9262701,21657,584084,3581
9259053,22511,586878,3648
9255077,23578,589787,3976
9250971,24847,592624,4106
9246304,26642,595496,4667
9243355,26543,598544,2949
9239240,27609,601593,4115
9234373,28913,605156,4867
9229741,29945,608756,4632
9224639,31093,612710,5102
9219152,32772,616518,5487
9213354,34767,620321,5798
9209570,34464,624408,3784
9204182,35816,628444,5388
9197973,37461,633008,6209
9191940,38737,637765,6033
9185107,40406,642929,6833
9177932,42736,647774,7175
9170170,45473,652799,7762
9165275,45243,657924,4895
9158360,46866,663216,6915
9150046,49249,669147,8314
9142097,50835,675510,7949
