0.046433643,0,0,0,0,0.008393671
0.044727215,0,0,0,0,0.007256947
0.045597284,0,0,0,0,0.007053157
0.045627516,0,0,0,0,0.007208681
0.045955404,0,0,0,0,0.00752773
0.041709594,0,0,0,0,0
0.041694669,0,0,0,0,0
0.045601749,0,0,0,0,0.008142297
0.043343159,0,0,0,0,0.00730649
0.042020953,0,0,0,0,0.007184169
0.043332503,0,0,0,0,0.007490566
0.043688012,0,0,0,0,0.007556428
0.040277022,0,0,0,0,0
0.040483118,0,0,0,0,0
0.04317738,0,0,0,0,0.008219422
0.041941027,0,0,0,0,0.007376341
0.041476309,0,0,0,0,0.007277798
0.042768095,0,0,0,0,0.007342864
0.043427553,0,0,0,0,0.007726398
0.040014128,0,0,0,0,0
0.04050304,0,0,0,0,0
0.045252694,0,0,0,0,0.007950343
0.04360928,0,0,0,0,0.00726827
0.043086268,0,0,0,0,0.007266284
0.042977889,0,0,0,0,0.007434669
0.044479351,0,0,0,0,0.007758348
0.042154449,0,0,0,0,0
0.040054824,0,0,0,0,0
0.046554954,0,0,0,0,0.008291062
0.044529268,0,0,0,0,0.007395403
0.044364911,0,0,0,0,0.007353428
0.044954169,0,0,0,0,0.007483843
0.042440517,0.046928051,0.031808823,0,0.005227896,0.007473054
0.041914585,0,0.014416785,0,0.004403636,0
0.051221995,0,0,0,0,0
0.05535297,0.044643112,0.031780435,0,0.004740328,0.008001397
0.045161099,0.033871975,0.020722621,0,0.006726639,0.007182233
0.055521653,0.038699177,0.029617476,0,0.005930362,0.007178809
0.058039707,0.036580823,0.028318508,0,0.005588854,0.007300902
0.062047349,0.041942521,0.028010613,0,0.005249748,0.007129509
0.067769743,0,0.025854695,0,0.005591238,0
0.067199615,0,0,0,0,0
0.065137998,0.043970454,0.034296524,0,0.004366057,0.007113187
0.055649254,0.033871946,0.026818745,0,0.005583352,0.007147202
0.062833368,0.037824942,0.03049843,0,0.006207659,0.007648888
0.061236168,0.041762897,0.030299337,0,0.005454681,0.007283958
0.065618891,0.037962578,0.026642805,0,0.005449381,0.007521415
0.077179324,0,0.028412862,0,0.006172499,0
0.067333327,0,0,0,0,0
0.070374721,0.03084811,0.035346878,0,0.004485736,0.007078872
0.058154224,0.038941835,0.029276146,0,0.005645127,0.007773657
0.06555906,0.040908442,0.031312267,0,0.005726683,0.008016572
0.06599762,0.039268291,0.030310945,0,0.005255616,0.007811283
0.06880848,0.042863445,0.028830827,0,0.005158661,0.007821051
0.074118991,0,0.029919873,0,0.005244789,0
0.070179581,0,0,0,0,0
0.071199117,0.041878686,0.035918342,0,0.005013899,0.006984429
0.057398252,0.035550924,0.028985458,0,0.006078128,0.007446324
0.065043057,0.037872667,0.031917443,0,0.006111918,0.008184806
0.068576159,0.03775667,0.029654009,0,0.006540029,0.007978497
0.06834689,0.040670115,0.029765896,0,0.005913566,0.007696676
0.081185132,0,0.029778242,0,0.004833965,0
0.072492035,0,0,0,0,0
0.072418309,0.040922478,0.037637132,0,0.004033862,0.00719399
0.061750701,0.041105227,0.030169886,0,0.005959962,0.007692422
0.067075132,0.039587674,0.031778574,0,0.006569453,0.008160897
0.068470558,0.045797808,0.029854351,0,0.006533388,0.007866406
0.070813394,0.040867101,0.033237755,0,0.005940315,0.007880335
0.076355978,0,0.030838183,0,0.005035962,0
0.073133759,0,0,0,0,0
0.073366852,0.04043357,0.03827998,0,0.004528271,0.007319081
0.061206948,0.038820963,0.027787852,0,0.006159907,0.007891507
0.067952689,0.044639321,0.032793129,0,0.006224773,0.008155702
0.06991501,0.042398601,0.031578523,0,0.00591899,0.007987216
0.070573707,0.041573938,0.029179666,0,0.006213988,0.007868806
0.07790369,0,0.031758277,0,0.005721287,0
0.073104752,0,0,0,0,0
0.073297975,0.042440456,0.037320886,0,0.00459721,0.007440398
0.060984625,0.041907226,0.028855857,0,0.005752342,0.007903451
0.068142592,0.041628877,0.03231062,0,0.006777361,0.008253973
0.068678594,0.044643911,0.029896296,0,0.006206619,0.008121258
0.071338246,0.040396244,0.032210179,0,0.005868985,0.008121629
0.077680656,0,0.030000302,0,0.005301897,0
0.073640453,0,0,0,0,0
0.073842398,0.040694454,0.036575894,0,0.004984916,0.00763093
0.061296138,0.043229697,0.030118027,0,0.006275977,0.008025503
0.068423795,0.044832105,0.031706628,0,0.006584401,0.00845839
0.070028897,0.043509841,0.030700415,0,0.006145745,0.008227788
0.071318854,0.040365489,0.032206716,0,0.005792776,0.008158391
0.078267305,0,0.032373753,0,0.005526417,0
0.074212888,0,0,0,0,0
0.075162186,0.043364493,0.037693611,0,0.005054626,0.007585451
0.062278826,0.04312608,0.029445883,0,0.006529364,0.008123217
0.069403383,0.042736737,0.032798174,0,0.00679314,0.008670369
0.070116465,0.042853204,0.030972977,0,0.00609698,0.008287827
0.072618273,0.04344483,0.032240882,0,0.006491259,0.008365291
0.078791236,0,0.030436898,0,0.006062925,0
0.074745519,0,0,0,0,0
0.076416758,0.042475319,0,0,0.005237014,0.007737534
0.068598201,0.043777628,0,0,0.006438961,0.008520507
0.066268473,0.042831849,0,0,0.006920967,0.008727316
0.064700046,0.044578867,0,0,0.006651412,0.008658713
0.063698579,0.043012773,0,0,0.006575167,0.008877367
0.067565227,0,0,0,0.006262683,0
0.065085689,0,0,0,0,0
0.059492915,0.051106031,0.031142934,0,0.005374971,0.008903397
0.050508001,0.042113552,0.023830273,0,0.006383547,0.008461327
0.061611809,0.045452739,0.030211271,0,0.006938691,0.008826798
0.065648952,0.047787675,0.028387696,0,0.006849048,0.008594022
0.070444557,0.043287661,0.031274118,0,0.006385682,0.008365993
0.080339806,0,0.03138854,0,0.006307739,0
0.07627509,0,0,0,0,0
0.077950516,0.043972575,0.040861488,0,0.005278787,0.007822667
0.064141924,0.046378568,0.030367225,0,0.006228028,0.008456316
0.073157381,0.044077012,0.034241982,0,0.007043275,0.008848384
0.074244692,0.042922877,0.03316312,0,0.006692619,0.008616595
