30280,0,0,0,0,107498
29363,0,0,0,0,104447
27833,0,0,0,0,97154
25685,0,0,0,0,89567
23341,0,0,0,0,82964
40972,0,0,0,0,0
33989,0,0,0,0,0
14342,0,0,0,0,68361
13145,0,0,0,0,66241
11975,0,0,0,0,63108
10994,0,0,0,0,56873
10543,0,0,0,0,53263
19992,0,0,0,0,0
17797,0,0,0,0,0
7934,0,0,0,0,40867
7741,0,0,0,0,39689
7234,0,0,0,0,37197
6967,0,0,0,0,34183
6596,0,0,0,0,31500
12648,0,0,0,0,0
11422,0,0,0,0,0
5169,0,0,0,0,26731
5035,0,0,0,0,25680
4860,0,0,0,0,24858
4778,0,0,0,0,23416
4681,0,0,0,0,21561
9092,0,0,0,0,0
8285,0,0,0,0,0
3741,0,0,0,0,17798
3677,0,0,0,0,17656
3468,0,0,0,0,16957
3285,0,0,0,0,16343
3294,556,2097,0,478,16017
3774,0,2515,0,517,0
7292,0,0,0,0,0
3494,534,3154,0,663,13430
3914,805,4060,0,622,13923
4138,839,4224,0,612,13718
4527,926,4509,0,603,13392
4982,1010,4772,0,644,13456
5627,0,4086,0,509,0
10894,0,0,0,0,0
5424,1297,4974,0,773,16827
5929,1558,6290,0,755,17835
6407,1500,6831,0,712,17931
7245,1487,7074,0,806,19274
8202,1605,7411,0,938,20470
9161,0,6515,0,825,0
17688,0,0,0,0,0
8563,1953,7311,0,1155,28593
9336,2125,8498,0,1175,28940
9971,2243,9150,0,1136,30004
10934,2168,9381,0,1139,31408
12142,2229,10112,0,1224,32978
13442,0,8606,0,1403,0
25196,0,0,0,0,0
12071,2762,11132,0,1659,39855
13391,3163,13324,0,1621,40984
14442,3554,13576,0,1634,40971
15846,3833,14218,0,1641,42624
17603,3677,14953,0,1696,45258
18455,0,13288,0,1710,0
37524,0,0,0,0,0
18142,4419,16241,0,2400,54827
19498,4669,17847,0,2406,56171
20657,4880,18325,0,2494,57552
22629,4798,20010,0,2507,61265
24881,5179,19512,0,2705,64127
27948,0,16830,0,2831,0
52832,0,0,0,0,0
25471,6329,19773,0,3429,77176
27485,6876,22828,0,3002,78127
28580,6749,22305,0,3288,79391
30242,6710,22873,0,3225,81576
32538,6782,24400,0,3040,84832
35003,0,21391,0,3034,0
65070,0,0,0,0,0
30753,7376,23488,0,3903,96229
32804,7737,27133,0,3952,98011
33744,8369,27013,0,3602,99066
36064,8205,28913,0,3784,102029
38906,8391,28144,0,3979,105459
42422,0,25996,0,4334,0
78283,0,0,0,0,0
36553,9507,28404,0,4959,118777
38933,9759,32020,0,4882,119648
40493,9562,32827,0,4813,118922
43081,9744,33836,0,4704,121940
45848,10280,33789,0,4904,124049
50200,0,29443,0,4928,0
93063,0,0,0,0,0
43638,10244,32586,0,6365,140117
46220,10761,37074,0,6332,139314
47248,10986,37119,0,6220,138162
50301,11076,38150,0,6564,142406
53206,10652,38494,0,6479,144091
57596,0,34343,0,6392,0
105087,0,0,0,0,0
48439,11360,0,0,7554,163060
47151,12176,0,0,6992,160273
45398,11934,0,0,6691,160317
43732,11499,0,0,6802,158337
43221,11486,0,0,6823,154699
43848,0,0,0,6658,0
75317,0,0,0,0,0
34251,9557,27190,0,7290,132480
