4768,1139
5060,1116
4516,1265
4015,1717
3632,1921
3424,1858
3302,1573
3076,1507
3039,1513
2909,1443
2820,1297
2814,1281
2855,1283
2608,1219
2665,1232
2668,1224
2742,1187
2682,1156
2559,1121
2685,1076
2613,1167
2511,1077
2515,1125
2623,1079
2572,1092
2569,1105
2693,1100
2512,1085
2574,1076
2553,1150
2511,1109
3269,1081
3214,1039
3026,1140
3116,1268
4184,1371
4098,1304
4605,1456
5158,1678
5641,1866
5092,1982
4802,2197
7129,2378
6714,2437
7162,2433
7878,2739
8667,3052
7534,3217
7030,3322
10447,3645
9579,3625
9819,3750
10914,4072
11708,4533
9930,4409
9371,4922
13858,5175
12325,4908
12596,4758
13627,5303
14682,5775
12576,5584
11619,6197
16717,6424
15216,6099
14941,6099
16278,6656
17411,6952
14745,6873
13339,7271
19189,7728
17106,7450
17247,7068
18060,7511
19202,7985
16153,7712
14661,8152
20584,8483
18128,8137
18472,7737
19192,8245
19792,8542
16686,8270
15208,8517
21069,8915
18668,8419
18630,7979
19357,8599
20230,8647
16883,8381
14950,8604
21713,9110
18731,8757
18557,8135
19728,8536
20113,8860
14189,8597
15001,8704
16493,8945
14163,8154
13281,7255
12914,7354
12925,6702
10713,6157
9755,5769
13542,5886
12069,5476
12173,5239
12889,5452
13898,5670
11387,5465
10432,5793
15470,6220
13948,5919
14223,5720
14908,5956
16189,6422
13628,6431
12317,6523
17599,6995
16187,6964
16750,6755
17762,6901
18889,7558
16320,7439
14479,7999
20845,8240
19082,8149
19699,7900
20563,8214
22594,8739
19518,8975
17244,9511
24225,9658
21772,9660
23305,9403
23934,9468
25715,10063
22587,10498
20123,10978
27270,11109
24631,10895
25660,10741
26613,10795
28204,11342
24423,11853
21746,12128
23285,12172
20200,11544
19080,10691
18468,9964
18046,9401
13602,8937
13733,8433
11167,7847
9344,7251
12423,6243
10565,5472
9526,5208
7928,4956
8218,4881
10186,4843
10825,4508
10611,4271
11476,4220
12613,4552
11089,4910
10287,5199
14951,5397
13792,5447
14976,5612
15833,5712
17345,6434
15829,6935
14293,7247
20330,7289
18690,7665
20075,7653
21275,7572
23434,8522
21354,9798
18932,9826
26554,9988
23727,9900
25408,9967
26537,10109
29492,10967
26255,12189
23298,12769
31305,12123
27959,12228
29508,12071
30481,11785
32690,13185
29214,14211
25757,14377
33605,13978
29701,13572
30741,13099
31577,12771
33671,13784
29437,15132
25922,14939
33186,14125
29084,13901
29456,13261
21337,12655
30381,13004
22809,13202
19897,12958
25760,11450
22540,10789
23738,10867
23869,10252
25288,10785
21922,11366
19402,11350
25295,10639
22891,10538
16108,10175
22374,9287
20552,9497
17717,9686
15191,9317
20472,8680
19215,8978
19341,8404
19386,8138
20509,8590
17879,9041
15793,9177
21297,8897
18779,8602
15317,8298
15160,7947
15317,8188
12410,8250
11923,7597
12695,6832
10937,6366
10174,5671
9631,5300
9948,5224
8364,5137
8097,4902
10606,4588
9691,4289
9495,4170
9862,4013
10415,4281
9105,4654
8492,4561
11696,4635
10878,4499
10438,4487
10996,4332
11482,4711
10012,4939
9244,5180
12794,5244
11517,4930
11753,4861
11750,4799
12290,5038
10756,5418
9735,5589
13703,5574
12568,5343
12308,5142
12503,5155
12983,5458
11558,5922
9997,5828
9897,5905
12770,5525
11190,5338
10852,4854
11192,4795
9329,5028
8604,5309
12114,5064
7991,4919
10976,4615
10206,4482
10465,4448
8747,4546
7841,4615
11260,4603
10100,4446
10111,4347
10492,4261
11025,4598
9588,4821
8656,4945
11997,4868
10918,4773
10874,4478
10969,4743
11381,4740
10116,5114
8833,5070
12147,5193
11378,4950
11110,4736
9375,4817
9891,5048
8252,5152
8189,4889
8977,4619
7865,4324
7400,3799
7334,3827
7419,3683
5603,3550
5838,3587
5591,3394
6129,3029
5485,2776
5199,2666
5309,2584
3985,2533
4317,2458
5220,2414
4847,2167
4672,2034
4606,2096
5000,2061
3926,2034
4200,2122
5115,2017
4653,2085
4762,2078
4716,2036
4913,2088
4139,2076
4267,2163
4043,2159
3675,2049
3498,1859
3287,1820
3042,1608
2994,1562
2813,1487
2766,1394
2686,1323
2647,1229
2678,1271
2581,1158
2627,1224
2567,1101
2506,1088
2536,1148
2561,1170
2499,1065
2412,1070
2562,1098
2533,1026
2482,1065
2452,1035
2410,1035
2440,1046
2445,1016
2505,1006
2455,1063
2451,996
